,County,Republicans 2016,Democrats 2016,Green 2016,Libertarians 2016,Total Population,GeoType,GEOID,GeoName,TotalPop,discuss,discussOppose,CO2limits,CO2limitsOppose,trustclimsciSST,trustclimsciSSTOppose,regulate,regulateOppose,supportRPS,supportRPSOppose,fundrenewables,fundrenewablesOppose,mediaweekly,mediaweeklyOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmUS,harmUSOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose
0,"Lonoke County, Arkansas",73.69200577628023,20.876069167252933,0.6294664346280594,2.814085237160736,65890,County,5085,"Lonoke County, Arkansas",45334,27.136999999999997,72.79,59.357,39.757,63.506,34.718,67.83800000000001,32.137,57.945,41.269,76.223,23.526,,,59.967,19.980999999999998,43.626000000000005,38.388000000000005,38.429,36.785,46.601000000000006,53.26,32.25,56.606,48.648,41.56,54.082,34.005,62.476000000000006,26.421999999999997,62.589,26.179000000000002,42.648,57.413000000000004
1,"Monroe County, Arkansas",50.3959683225342,46.72426205903528,0.3239740820734341,1.2598992080633549,8377,County,5095,"Monroe County, Arkansas",5486,28.561999999999998,71.426,68.071,30.174,66.888,28.605999999999998,70.58,27.725,62.522,35.405,78.507,19.951,,,67.608,10.037,48.50899999999999,36.516,42.942,25.339000000000002,56.76,43.147,41.206,42.86600000000001,57.38399999999999,27.886,61.361999999999995,22.011,67.425,16.977999999999998,68.348,16.847,53.411,45.611000000000004
2,"Drew County, Arkansas",60.19726858877087,35.87253414264037,0.6525037936267072,1.6388467374810318,18604,County,5043,"Drew County, Arkansas",11739,29.405,70.597,65.751,33.031,66.583,30.272,69.908,29.189,61.681000000000004,36.922,78.672,20.438,,,65.834,13.071,47.656000000000006,36.56,42.986999999999995,29.057,53.461000000000006,46.43600000000001,37.97,48.317,54.802,32.724000000000004,59.458999999999996,26.096,66.1,20.207,66.715,20.04,49.586999999999996,49.916000000000004
3,"Madison County, Arkansas",72.00175721189049,23.239127251427732,0.7907453507102066,2.1086542685605507,15597,County,5087,"Madison County, Arkansas",10732,28.673000000000002,71.217,64.916,34.303000000000004,66.141,32.056,70.40899999999999,29.201,60.806999999999995,38.025999999999996,78.439,21.159000000000002,,,63.163999999999994,16.873,47.683,36.064,41.86,32.297,50.923,48.907,34.773,53.45399999999999,52.13,37.344,56.81100000000001,30.451999999999998,64.587,23.754,64.821,23.26,45.141999999999996,54.681000000000004
4,"Jasper County, Georgia",72.35704787234044,25.664893617021278,,1.9780585106382982,13744,County,13159,"Jasper County, Georgia",9208,27.114,72.95100000000001,55.864,43.107,64.372,33.874,68.612,30.418000000000003,58.217,40.618,78.423,20.483,,,61.043,15.544,44.24,38.47,37.625,31.264,48.736000000000004,51.558,35.814,50.638000000000005,51.84,36.277,53.294,29.851999999999997,59.93600000000001,24.701,57.79600000000001,27.465,45.211999999999996,54.181000000000004
5,"Eagle County, Colorado",36.05767104506656,55.95506611826102,1.5169607713060016,5.143514218743089,51405,County,8037,"Eagle County, Colorado",35583,42.3,57.591,74.816,24.07,73.464,24.147,74.76899999999999,24.473000000000003,68.861,29.908,84.60700000000001,14.372,,,75.592,10.128,57.998999999999995,28.846999999999998,57.254,26.087,63.364,36.641999999999996,41.648999999999994,51.978,61.817,31.961,67.267,23.919,74.675,16.814,74.029,18.362000000000002,53.641999999999996,45.934
6,"Dodge County, Georgia",71.77984274481773,26.247319513938532,,1.9728377412437452,20745,County,13091,"Dodge County, Georgia",14496,25.116999999999997,75.032,56.652,41.623000000000005,63.601000000000006,33.211,68.649,29.677,57.806999999999995,40.905,77.317,21.656,,,60.323,15.710999999999999,43.236000000000004,40.479,35.883,31.916999999999998,46.823,53.477,34.685,50.408,49.696000000000005,37.083,51.092,30.948,58.383,24.689,56.698,27.375999999999998,45.723,53.571000000000005
7,"Imperial County, California",27.05324423367105,68.18279801681398,1.520921654571148,2.546046801274221,167281,County,6025,"Imperial County, California",105988,34.047,65.682,72.461,25.145,70.178,24.9,75.497,21.764,68.428,28.883000000000003,81.01,17.154,,,74.6,7.597,60.201,28.804000000000002,50.306000000000004,21.646,69.111,30.587,51.495,35.439,66.383,21.545,69.857,16.738,75.079,12.331,74.404,13.463,58.744,40.251999999999995
8,"Clarke County, Georgia",28.699034395422988,66.74204563442709,,4.558919970149929,114913,County,13059,"Clarke County, Georgia",63733,36.232,64.123,73.608,25.232,75.444,21.837,76.38600000000001,22.084,69.988,29.017,84.425,14.495,,,74.97,8.077,57.167,30.456999999999997,55.368,22.633000000000003,63.228,37.124,43.656000000000006,44.861000000000004,62.173,27.96,65.91199999999999,20.669,72.054,14.709000000000001,70.658,17.029,57.592,41.876000000000005
9,"Yuma County, Colorado",80.51029159519727,15.030017152658663,0.3430531732418525,2.422813036020583,9836,County,8125,"Yuma County, Colorado",6697,35.963,63.678000000000004,61.501999999999995,37.584,61.856,36.454,66.712,32.996,56.701,41.773999999999994,79.329,19.212,,,64.46,16.757,46.163000000000004,36.453,42.841,33.598,51.386,48.473,37.452,55.597,54.625,38.465,57.456,31.31,65.462,24.75,64.779,26.059,45.705,53.802
10,"Prowers County, Colorado",70.4700683005223,23.56368019284853,0.6026516673362796,3.0936118923262352,12878,County,8099,"Prowers County, Colorado",7851,35.576,64.113,67.962,31.525,69.208,30.228,72.206,27.838,63.631,35.371,81.139,18.183,,,67.78,14.91,51.891999999999996,31.953000000000003,47.641000000000005,30.019000000000002,55.4,44.443999999999996,39.278,51.786,56.823,34.95,60.511,28.212,67.744,21.714000000000002,66.883,22.68,47.273999999999994,52.835
11,"Carroll County, Georgia",68.54197147037307,28.397037307973665,,3.0609912216532558,110584,County,13045,"Carroll County, Georgia",68808,26.831,73.324,53.552,45.003,65.41199999999999,33.227,69.834,29.188000000000002,59.015,39.564,78.888,20.155,,,62.633,16.131,44.826,38.241,36.923,32.353,48.801,51.513000000000005,35.035,51.67100000000001,51.355,36.91,53.248000000000005,30.326999999999998,62.428000000000004,23.248,60.107,26.279,44.144,55.453
12,"San Francisco County, California",9.442505372370276,85.53169356273695,2.4021681107050465,2.1941170834530994,801253,County,6075,"San Francisco County, California",647337,49.841,50.229,79.657,19.768,78.69,18.848,79.704,18.924,72.833,25.99,87.0,12.059000000000001,,,83.329,6.2829999999999995,65.941,20.741999999999997,68.09899999999999,20.214000000000002,72.334,27.497,49.725,44.17,69.689,25.215999999999998,75.633,17.340999999999998,80.935,12.352,81.185,12.675999999999998,62.643,37.283
13,"Wilkes County, Georgia",57.472035794183434,41.25279642058165,,1.2751677852348993,10442,County,13317,"Wilkes County, Georgia",7243,26.956999999999997,73.173,62.408,35.9,66.676,29.448,70.59,27.496,60.876999999999995,37.524,79.143,19.387,,,65.476,10.989,46.667,37.927,40.881,26.365,52.742,47.583,39.321999999999996,44.611000000000004,55.082,30.511999999999997,56.368,24.63,62.446000000000005,19.746,61.174,22.041999999999998,51.611999999999995,47.371
14,"Madison County, Illinois",54.960047536395045,39.355131272380426,1.4315647917937169,4.253256399430814,268084,County,17119,"Madison County, Illinois",182223,30.232,69.79,67.359,30.463,68.423,27.833000000000002,74.271,23.401,63.663000000000004,33.827,81.415,16.108,,,64.718,15.619000000000002,48.835,36.278,43.666000000000004,33.105,50.742,49.158,34.347,55.215,52.00899999999999,38.52,57.775,30.125,66.185,23.241999999999997,66.594,23.296,45.88399999999999,54.028999999999996
15,"Dubuque County, Iowa",47.68644085078614,46.44248220731285,0.1774170524297979,0.76268939780166,92849,County,19061,"Dubuque County, Iowa",63180,30.16,69.82600000000001,67.719,31.073,70.171,26.320999999999998,74.07,24.127,65.6,33.016,82.492,16.105999999999998,,,68.664,14.037,52.012,34.034,48.173,30.52,55.132,45.053999999999995,35.547,55.93,54.761,36.946,61.018,28.566,69.212,21.668000000000003,67.707,24.523000000000003,48.075,51.29600000000001
16,"Bond County, Illinois",65.45162154918252,27.686947199142324,0.8844813722862505,5.976949879388902,17970,County,17005,"Bond County, Illinois",12139,28.034000000000002,71.743,60.68600000000001,36.777,64.816,32.573,71.265,27.142,60.28,37.624,80.40899999999999,17.458,,,62.581,16.186,46.396,37.217,38.842,32.77,50.033,49.836999999999996,34.792,53.902,52.386,36.738,56.623999999999995,29.086,65.143,22.613000000000003,64.78,23.535999999999998,43.331,56.059
17,"Poweshiek County, Iowa",50.92334674507376,44.07304240173321,0.7428040854224698,2.8989992778293616,18739,County,19157,"Poweshiek County, Iowa",12192,35.042,64.90100000000001,69.55199999999999,29.763,69.971,26.980999999999998,74.15100000000001,24.209,65.21600000000001,33.119,83.501,14.662,,,72.017,11.482000000000001,53.525,31.818,50.678000000000004,28.660999999999998,59.023,41.045,38.955999999999996,54.126999999999995,58.555,34.344,64.541,25.561,72.743,18.589000000000002,71.436,21.114,50.133,49.143
18,"Story County, Iowa",39.07380903700675,51.28808014720916,0.9711715395624616,6.058065835207523,87161,County,19169,"Story County, Iowa",48013,37.061,62.895,71.202,28.316,73.641,24.115,74.691,24.057,66.933,32.016,85.652,13.277000000000001,,,73.869,11.386,54.792,30.095,55.143,27.725,59.696999999999996,40.437,38.544000000000004,55.989,59.021,35.471,66.352,25.904,74.134,18.298,72.294,21.061999999999998,50.205,49.397
19,"Henry County, Iowa",62.071936248115435,31.19750161533491,1.2168856342881758,3.6183502046090887,20111,County,19087,"Henry County, Iowa",13677,30.4,69.757,63.826,34.988,67.435,29.268,71.821,26.428,63.113,35.445,81.764,17.067999999999998,,,65.403,15.970999999999998,48.956,36.352,43.795,32.875,52.016000000000005,48.09,34.448,56.471000000000004,52.29,38.995,58.056999999999995,30.6,67.005,22.99,65.507,25.839000000000002,45.549,54.04600000000001
20,"Putnam County, Illinois",57.28218465539661,37.158647594278285,1.1378413524057216,4.421326397919374,5991,County,17155,"Putnam County, Illinois",4213,26.913,72.998,64.163,33.164,67.428,29.619,74.15899999999999,24.195999999999998,63.351000000000006,34.851,81.63600000000001,16.838,,,63.323,16.487000000000002,48.095,36.791,40.013000000000005,33.461999999999996,49.97,49.951,32.938,55.46,50.864,38.29,55.843,30.436999999999998,65.357,22.384,65.187,23.389,43.325,56.233999999999995
21,"Pike County, Georgia",83.83861671469741,14.28242074927954,,1.8789625360230549,17440,County,13231,"Pike County, Georgia",11761,25.892,74.211,51.18,47.713,60.723,37.565,65.735,33.36,54.49,44.706,76.35600000000001,22.918000000000003,,,55.657,21.408,39.809,42.762,33.643,37.879,42.211999999999996,58.034,30.980999999999998,57.521,45.958,44.338,47.475,37.694,55.175,30.104,53.006,33.14,40.504,59.117
22,"Caldwell County, Kentucky",75.43096234309624,21.08786610878661,0.5355648535564854,1.97489539748954,12903,County,21033,"Caldwell County, Kentucky",9017,27.796,72.215,61.043,38.152,68.66,30.362,73.333,26.443,62.91,36.601,80.53,19.141,,,63.213,18.129,47.968999999999994,35.601,42.933,33.832,48.637,51.111999999999995,33.222,56.534,50.806000000000004,40.032,55.217,33.113,63.565,25.625,62.873000000000005,27.41,43.277,56.604
23,"Fayette County, Kentucky",41.75749968804821,51.215877979139606,1.1597266568310105,3.83884203495328,291670,County,21067,"Fayette County, Kentucky",196497,32.611999999999995,67.377,69.21600000000001,29.73,73.571,24.611,75.77199999999999,22.951,69.578,29.858,84.064,15.408,,,72.893,12.149000000000001,56.075,28.726,53.618,27.651999999999997,57.496,42.386,39.330999999999996,51.993,58.422,33.7,63.727,26.185,70.925,19.449,70.88,21.174,51.111000000000004,48.693999999999996
24,"Bartholomew County, Indiana",63.71607644570686,30.383772268362712,,5.900151285930407,75737,County,18005,"Bartholomew County, Indiana",52856,29.314,70.543,62.708999999999996,35.584,66.02199999999999,31.561999999999998,71.012,27.715999999999998,60.748999999999995,38.156,80.972,18.326,,,64.197,17.274,47.733999999999995,36.688,41.486999999999995,33.86,48.471000000000004,51.604,33.25,56.601000000000006,50.81399999999999,40.352,55.203,32.998000000000005,63.305,25.776,61.93,27.430999999999997,43.623000000000005,56.253
25,"Carlisle County, Kentucky",80.50749711649365,16.608996539792386,0.46136101499423293,1.6147635524798154,5154,County,21039,"Carlisle County, Kentucky",3553,26.756,73.212,55.798,42.398,62.305,35.05,68.786,30.158,57.38,41.277,78.027,20.776999999999997,,,59.57899999999999,19.33,43.623000000000005,39.69,37.098,35.873000000000005,46.641999999999996,53.155,32.774,57.066,49.245,41.033,52.65,34.458,61.453,27.186999999999998,60.868,29.375999999999998,42.571000000000005,56.696999999999996
26,"Leavenworth County, Kansas",58.58943253807793,33.912926270386855,2.173473513950668,5.3241676775845805,74865,County,20103,"Leavenworth County, Kansas",51982,29.87,70.138,63.606,35.448,68.905,29.033,72.334,26.785,64.17699999999999,34.885,82.024,17.499000000000002,,,66.564,15.927,49.589,34.631,44.433,32.562,51.856,48.172,34.8,56.038999999999994,52.427,39.318000000000005,58.167,31.302,65.315,24.885,63.788000000000004,27.131,44.86,55.06399999999999
27,"Schuyler County, Illinois",66.53481012658227,28.322784810126585,1.0812236286919832,4.061181434599156,7230,County,17169,"Schuyler County, Illinois",5439,29.566999999999997,70.25,66.986,30.668000000000003,66.666,30.180999999999997,73.363,24.771,62.513999999999996,35.573,81.873,16.296,,,65.487,15.255,48.826,36.02,43.426,32.171,50.931000000000004,48.871,34.400999999999996,55.543,52.463,38.096,57.286,29.979,66.441,22.221999999999998,66.558,22.774,45.32,54.201
28,"Franklin County, Indiana",78.84440400363967,17.898089171974522,,3.257506824385805,23080,County,18047,"Franklin County, Indiana",15531,26.006999999999998,73.757,58.528,39.971,63.906000000000006,34.216,70.156,28.836,58.208,40.786,78.921,20.45,,,58.96,20.997,43.729,38.742,38.123000000000005,36.35,43.397,56.656000000000006,30.603,57.891000000000005,47.126000000000005,42.716,50.775,35.724000000000004,58.83,27.511999999999997,57.975,29.109,39.983000000000004,59.933
29,"Barry County, Michigan",63.42970427886997,30.097472327771353,1.1432347596233274,4.705104906657856,58994,County,26015,"Barry County, Michigan",40703,28.674,71.192,64.158,34.455,66.14399999999999,30.405,73.083,25.522,61.812,37.014,81.392,17.91,,,63.72,17.266,47.716,36.46,41.81,34.158,48.278999999999996,51.761,32.908,57.788999999999994,50.336999999999996,40.908,55.092,32.99,64.41199999999999,24.91,64.203,25.688000000000002,43.411,56.376000000000005
30,"Carlton County, Minnesota",45.18522620300127,46.846447754582215,1.2902154050611885,3.892795835871311,34630,County,27017,"Carlton County, Minnesota",24457,31.006999999999998,69.1,69.783,28.238000000000003,69.13,26.609,74.501,23.47,65.607,32.474000000000004,82.869,16.215,,,67.764,13.332,51.825,35.01,46.568000000000005,30.447,56.144,43.928999999999995,35.278,57.473,54.913999999999994,36.485,61.368,27.81,69.658,20.453,70.031,22.816,48.65,50.58
31,"Clearwater County, Minnesota",69.23076923076923,26.035502958579887,0.7810650887573964,2.224852071005917,8463,County,27029,"Clearwater County, Minnesota",5985,29.975,69.908,64.709,33.845,65.96600000000001,30.933000000000003,71.22800000000001,27.138,61.608999999999995,36.419000000000004,80.854,18.11,,,65.07,15.474,48.308,35.766,42.99100000000001,32.128,52.659,47.236999999999995,34.872,58.085,53.56399999999999,38.086999999999996,58.948,29.793000000000003,67.375,22.945,67.20100000000001,24.816,45.652,53.839
32,"Pine County, Minnesota",59.66202928108384,33.360040789569524,1.0707262000145676,3.4452618544686437,28962,County,27115,"Pine County, Minnesota",21075,30.228,69.714,68.638,30.193,69.392,27.965,73.62,24.956999999999997,65.513,32.885,82.57799999999999,16.837,,,67.512,13.939,51.468999999999994,33.91,47.038999999999994,30.252,54.68899999999999,45.21,35.175,57.626999999999995,54.711000000000006,37.0,60.419,28.833000000000002,69.025,21.668000000000003,68.833,23.358,46.593,53.045
33,"Watonwan County, Minnesota",55.68296117481392,36.49165157915913,1.0460671897002616,3.1382015691007847,11115,County,27165,"Watonwan County, Minnesota",7554,31.291,68.613,68.40899999999999,30.191,68.359,28.608,73.132,25.083000000000002,64.345,33.609,81.832,17.014,,,68.277,13.22,51.732,33.609,46.295,29.381,56.646,43.218999999999994,37.637,55.097,56.486999999999995,34.931,62.051,26.823,70.093,20.192,69.872,21.971,48.34,51.146
34,"Dade County, Missouri",80.58719311566692,16.1225006327512,0.4049607694254619,2.3791445203745885,7693,County,29057,"Dade County, Missouri",5535,27.871,72.06,58.018,40.632,60.988,36.638000000000005,66.818,31.628,56.455,41.924,77.737,20.666,,,59.321999999999996,19.486,43.183,39.757,37.848,36.109,46.61,53.0,33.282,55.881,49.607,40.883,54.308,33.745,63.122,26.647,62.137,27.175,41.809,57.849
35,"Clarke County, Mississippi",65.96654998055232,33.13885647607935,0.1944768572539868,0.3759885906910411,17032,County,28023,"Clarke County, Mississippi",11265,28.212,71.76899999999999,65.718,33.082,68.9,28.886999999999997,72.533,26.429000000000002,63.553000000000004,35.24,79.993,18.92,,,66.783,12.419,48.88,34.857,44.178999999999995,27.433000000000003,53.111999999999995,46.75899999999999,38.417,46.256,55.456,31.874000000000002,57.38,25.813000000000002,64.436,20.096,64.057,20.801,49.395,50.003
36,"Montgomery County, Mississippi",56.078808265257095,42.64776549735704,0.16818837097549255,0.6006727534839019,11168,County,28097,"Montgomery County, Mississippi",6932,23.95,76.202,62.244,34.961,65.682,29.301,70.702,27.116,61.373999999999995,36.871,77.482,21.136999999999997,,,62.981,12.118,45.095,39.787,37.461999999999996,27.951999999999998,50.818999999999996,49.223,36.991,43.943000000000005,52.45,30.949,53.803000000000004,25.726,61.246,19.676,61.288999999999994,20.864,49.887,48.885
37,"Panola County, Mississippi",49.6229971724788,49.1450114447287,0.13464386697185945,0.6395583681163323,34927,County,28107,"Panola County, Mississippi",22088,25.219,74.90899999999999,63.247,34.059,66.885,28.326999999999998,71.589,26.32,62.727,35.33,78.152,20.012,,,65.14699999999999,10.482999999999999,46.852,37.71,39.412,26.045,54.056000000000004,46.033,39.287,42.025,55.293,28.439,56.86600000000001,23.02,63.71,17.53,63.50899999999999,18.885,51.443999999999996,47.181999999999995
38,"Tate County, Mississippi",64.84326982175783,33.400649749758536,0.17560804284836246,0.9658442356659936,27887,County,28137,"Tate County, Mississippi",18209,26.451,73.65,61.638000000000005,36.102,65.34100000000001,30.883000000000003,70.499,27.87,60.676,37.813,78.346,20.416,,,63.16,14.494000000000002,45.486000000000004,38.742,39.253,30.936,50.04600000000001,49.958,35.705999999999996,48.888999999999996,51.98,34.955,53.976000000000006,28.85,62.001000000000005,22.083000000000002,61.626000000000005,23.373,47.513999999999996,51.59
39,"Yazoo County, Mississippi",46.178730287100684,52.78002426202993,0.0606550748079256,0.4751314193287505,28180,County,28163,"Yazoo County, Mississippi",18588,25.521,74.58800000000001,68.211,29.276999999999997,69.444,25.775,74.071,23.728,65.582,32.506,79.529,18.928,,,68.623,8.933,50.272,35.953,43.456,23.543000000000003,56.466,43.54600000000001,41.371,39.696999999999996,57.157,26.563000000000002,59.095,21.285999999999998,65.709,16.003,65.73,16.962,53.621,45.191
40,"Sanders County, Montana",72.53569000679809,20.581237253569,1.5975526852481303,5.064581917063222,11181,County,30089,"Sanders County, Montana",8505,31.913,67.907,60.06,38.789,63.544,34.139,68.804,30.415,58.092,40.163000000000004,79.513,19.201,,,62.177,18.055,45.211999999999996,38.047,40.352,34.735,48.821999999999996,51.056000000000004,33.755,56.776,51.144,40.211,55.333999999999996,32.369,63.465,25.706999999999997,63.605,26.159000000000002,43.972,55.49
41,"Cherokee County, North Carolina",77.27994227994229,20.266955266955264,,2.453102453102453,26823,County,37039,"Cherokee County, North Carolina",20269,26.849,72.92399999999999,59.733999999999995,38.204,63.006,34.74,68.873,29.781,56.756,41.736000000000004,78.831,20.439,,,59.785,20.072,43.591,39.845,37.39,36.972,45.919,53.732,31.88,56.883,47.559,41.979,51.836999999999996,34.934,61.026,27.195999999999998,61.44,27.500999999999998,41.762,57.778
42,"Green County, Kentucky",81.98012375773486,15.600975060941307,0.4500281267579224,1.5750984436527282,11385,County,21087,"Green County, Kentucky",7888,26.9,73.027,55.68600000000001,42.708999999999996,61.738,35.938,68.36,30.6,56.043,42.527,77.535,21.134,,,59.648999999999994,18.894000000000002,43.06100000000001,40.115,36.8,34.982,46.562,53.151,33.496,56.117,49.802,40.165,52.556000000000004,33.896,61.207,27.179000000000002,60.405,29.315,42.878,56.332
43,"Livingston County, Kentucky",76.88994184794315,19.104027568382516,0.5169071720870128,2.4768468662502694,9564,County,21139,"Livingston County, Kentucky",6817,24.22,75.793,52.873000000000005,44.906000000000006,60.926,36.054,68.277,30.546,56.294,42.281000000000006,76.988,21.98,,,56.968999999999994,20.826999999999998,42.135,41.449,33.595,37.313,44.646,55.208,31.308000000000003,57.449,47.211999999999996,42.001999999999995,50.343,35.817,59.526,28.223000000000003,58.856,30.761999999999997,41.016000000000005,58.17
44,"Nelson County, Kentucky",64.65434238397843,30.97438860003852,0.6306566531869825,2.72000770267668,42889,County,21179,"Nelson County, Kentucky",29371,28.037,72.00399999999999,64.395,34.48,70.388,27.951,74.642,24.785999999999998,65.27199999999999,34.071999999999996,81.678,18.000999999999998,,,65.66199999999999,16.192999999999998,49.715,34.435,44.645,32.41,51.283,48.512,33.939,55.568000000000005,51.919,38.611999999999995,56.95399999999999,31.320999999999998,65.6,23.44,65.038,25.307,44.958,54.773999999999994
45,"Pike County, Kentucky",80.08113590263692,17.350912778904664,0.3488843813387424,1.6673427991886411,65274,County,21195,"Pike County, Kentucky",44860,24.924,75.003,54.461999999999996,43.695,61.841,35.861999999999995,68.618,30.386999999999997,56.423,42.412,75.452,23.22,,,58.493,20.112000000000002,43.893,39.724000000000004,35.961999999999996,36.074,44.666000000000004,55.11,31.614,57.174,47.397,41.958999999999996,50.13,35.957,59.63399999999999,28.184,59.038000000000004,29.998,41.512,57.896
46,"Whitley County, Kentucky",82.15556685307574,15.011983441063258,0.2977703536930787,1.7575713559445132,36947,County,21235,"Whitley County, Kentucky",22940,25.872,74.0,54.347,44.137,61.06399999999999,36.954,67.42699999999999,31.712,56.248999999999995,42.62,76.921,22.022,,,58.316,21.13,43.147,39.872,36.867,36.214,45.018,54.702,31.795,57.92100000000001,48.177,42.251000000000005,51.23,36.025999999999996,60.068999999999996,29.180999999999997,59.435,30.92,41.168,58.227
47,"Grant Parish, Louisiana",83.97777525796576,13.391540991042069,0.38553123936954303,1.42873341648713,21047,County,22043,"Grant Parish, Louisiana",15518,25.774,74.101,57.861000000000004,41.79600000000001,65.071,34.376,68.395,32.214,58.87,40.644,76.53399999999999,24.145,,,58.371,20.096,43.907,38.314,38.247,34.591,45.215,54.739,32.512,56.253,48.45399999999999,41.348,51.908,34.638000000000005,58.941,28.666,56.137,31.78,41.233000000000004,59.148
48,"Webster Parish, Louisiana",63.60529217199559,34.50385887541345,0.3472987872105844,0.9151047409040792,40963,County,22119,"Webster Parish, Louisiana",27791,25.943,74.05,61.388000000000005,37.124,65.449,31.23,68.862,30.399,60.45399999999999,38.317,76.348,23.081,,,62.076,14.757,45.826,38.41,39.03,29.891,50.42100000000001,49.695,35.732,50.46,51.907,34.975,55.309,28.443,61.983000000000004,22.904,59.655,25.935,47.727,51.831
49,"Bristol County, Massachusetts",42.579693418079565,51.8633060779947,1.4650421834614822,4.091958320464261,546747,County,25005,"Bristol County, Massachusetts",378358,33.02,67.148,71.995,26.313000000000002,74.00399999999999,23.831999999999997,78.40100000000001,20.268,68.422,29.436999999999998,84.045,15.315999999999999,,,71.953,12.232000000000001,57.187,29.905,50.286,27.953000000000003,58.401,41.573,38.385999999999996,50.503,57.763999999999996,32.756,63.619,25.228,71.483,17.834,72.491,18.409000000000002,52.153,47.382
50,"Pecos County, Texas",59.10727141828654,37.221022318214544,0.6239500839932804,3.04775617950564,15704,County,48371,"Pecos County, Texas",10509,28.349,71.594,64.226,33.881,63.468,32.153,68.154,29.94,60.601000000000006,36.663000000000004,76.134,22.671,,,66.041,12.65,50.537,35.469,39.634,27.979,57.175,42.908,43.852,42.943999999999996,57.684,30.035,61.402,24.320999999999998,67.203,19.256,65.94800000000001,20.91,50.662,48.955
51,"Rains County, Texas",84.64362850971922,13.369330453563714,0.3239740820734341,1.6630669546436283,11009,County,48379,"Rains County, Texas",7964,27.881999999999998,72.187,54.243,45.013000000000005,60.187,37.523,64.678,35.18,54.39,44.166000000000004,75.939,24.05,,,58.505,20.655,42.297,40.501,35.313,37.298,45.07899999999999,55.104,33.25,56.298,48.393,42.527,52.019,35.664,60.41,28.635,59.148,30.578000000000003,42.162,57.592
52,"San Patricio County, Texas",60.44717147771115,36.3733556454237,0.5252637939850323,2.654209082880119,66598,County,48409,"San Patricio County, Texas",41403,29.535999999999998,70.49600000000001,62.879,35.876,65.71300000000001,31.503,70.074,29.17,62.504,35.592,78.695,21.101,,,66.205,14.058,51.363,33.77,41.69,29.872,57.058,43.096000000000004,42.007,46.019,56.996,32.279,61.225,26.124000000000002,67.068,21.293000000000003,65.404,23.324,49.01,50.903
53,"Willacy County, Texas",30.32270759543487,67.21763085399449,0.6099960645415191,1.8496654860291224,21249,County,48489,"Willacy County, Texas",13615,29.173000000000002,70.895,74.199,23.419,70.665,24.014,74.87100000000001,22.483,68.735,28.281999999999996,79.38600000000001,19.382,,,73.196,7.9910000000000005,59.257,30.675,45.718,22.000999999999998,67.131,33.024,49.672,35.47,63.868,22.631,68.113,17.699,73.518,12.835999999999999,72.63,14.398,57.94,41.501000000000005
54,"Yoakum County, Texas",78.16441931274467,18.529795563288392,0.13049151805132667,3.1752936059156154,7666,County,48501,"Yoakum County, Texas",4789,29.105,70.742,55.41,44.452,63.185,36.507,66.03399999999999,34.389,58.201,40.131,75.462,24.087,,,61.917,17.243,47.466,34.926,37.615,31.801,53.05,47.027,41.38399999999999,46.924,55.881,33.466,59.453,27.421999999999997,64.615,23.599,62.466,25.361,44.537,55.693999999999996
55,"Amelia County, Virginia",66.86567164179105,30.561478322672357,0.15636105188343996,1.8336886993603407,12635,County,51007,"Amelia County, Virginia",9086,26.546999999999997,73.382,61.213,37.167,65.104,31.761999999999997,69.601,28.419,59.091,39.035,79.486,18.643,,,61.806999999999995,14.742,44.333999999999996,39.643,38.089,31.035999999999998,49.605,50.113,36.314,49.051,51.321999999999996,34.82,55.317,28.25,62.86600000000001,21.96,63.632,22.427,47.123000000000005,52.126999999999995
56,"Lincoln County, South Dakota",61.428401569497844,32.00824382703817,,5.600253656216558,41217,County,46083,"Lincoln County, South Dakota",30988,30.116999999999997,70.047,62.04,36.833,67.967,30.08,70.671,28.433000000000003,62.531000000000006,36.751999999999995,81.154,18.552,,,63.601000000000006,19.064,47.24,36.641,43.153,36.463,48.677,51.375,31.458000000000002,59.722,49.545,42.985,55.643,34.656,64.808,26.26,63.919,27.309,42.135,57.919
57,"Perkins County, South Dakota",83.00124533001245,11.706102117061018,,4.35865504358655,2929,County,46105,"Perkins County, South Dakota",2242,32.452,67.372,61.033,38.583,62.443000000000005,36.154,67.175,31.93,57.148,41.367,79.641,18.849,,,63.315,17.973,45.391000000000005,36.658,43.051,34.452,49.224,50.596000000000004,34.979,57.644,52.677,40.684,56.681999999999995,32.727,64.642,26.775,63.958999999999996,27.023000000000003,43.02,56.693000000000005
58,"Giles County, Tennessee",71.61870503597122,26.214028776978417,0.3687050359712231,1.4568345323741008,29280,County,47055,"Giles County, Tennessee",20196,25.505,74.421,59.167,39.162,65.22800000000001,31.982,70.828,28.283,60.096000000000004,38.792,78.218,21.366,,,61.323,17.389,45.092,39.039,38.113,33.407,48.165,51.648,33.069,52.74,49.872,37.238,53.092,31.302,61.318000000000005,24.116,60.882,24.345,43.946000000000005,55.353
